"adj.P.Val"	"P.Value"	"AveExpr"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.ID"	"Gene.title"
0.391426435716529	0.00324410097249548	10.8526371136833	3.08965836466018	-1.79026431084901	0.584563745242496	"PDE4B"	"5142"	"phosphodiesterase 4B"
0.60951233661695	0.0403101613970844	11.2920679831945	2.10430601937322	-3.72759112980423	0.366972319000807	"PDE4B"	"5142"	"phosphodiesterase 4B"
0.71534174021876	0.109613110009072	17.4417272734877	1.62840612951252	-4.44883980732962	0.106802704447535	"GAPDH"	"2597"	"glyceraldehyde-3-phosphate dehydrogenase"
0.7412317982977	0.137983671569712	11.5867889364118	1.50703249321928	-4.60692523638065	0.180810702973011	"NFKB1"	"4790"	"nuclear factor kappa B subunit 1"
0.769612724636497	0.167046029085502	17.4483933538812	1.40179117783018	-4.73503520611251	0.103692274233815	"GAPDH"	"2597"	"glyceraldehyde-3-phosphate dehydrogenase"
0.833005793652512	0.272412319899532	12.2393517344788	1.109538331764	-5.04566794233261	0.14037450189411	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.864658456733329	0.350719836575756	17.5038770738671	0.941846388901217	-5.19298758507281	0.0574421102340139	"GAPDH"	"2597"	"glyceraldehyde-3-phosphate dehydrogenase"
0.86710999945017	0.356664317224355	17.628546864224	0.930187890721246	-5.20237195887982	0.061566832582006	"GAPDH"	"2597"	"glyceraldehyde-3-phosphate dehydrogenase"
0.893482657030365	0.447583376949817	17.7400159284764	0.765373588601996	-5.32293200907096	0.104766981422198	"GAPDH"	"2597"	"glyceraldehyde-3-phosphate dehydrogenase"
0.926139871997562	0.566152225729758	17.7807817910547	0.577492926562254	-5.43242065291652	0.0323290486547627	"GAPDH"	"2597"	"glyceraldehyde-3-phosphate dehydrogenase"
0.939594159777053	0.623801159684449	10.5862330118857	0.493472543934662	-5.47161894134626	0.0518878269577314	"SRR"	"63826"	"serine racemase"
0.942535077121282	0.635509016553271	8.3653385569084	0.476851034005767	-5.47865302593411	0.180966250202609	"PDE4B"	"5142"	"phosphodiesterase 4B"
0.954801656157837	0.70161583198566	9.78478123255698	0.385306411825786	-5.51311186146096	0.0709290389979298	"SRR"	"63826"	"serine racemase"
0.967456787166361	0.780685359932782	11.2528793549625	0.279904132331291	-5.54377475828533	0.0363144590120701	"SRR"	"63826"	"serine racemase"
0.970300578333214	0.799754989147938	10.2665965742296	-0.254994237033539	-5.54960722505609	-0.0603542140332536	"TMED9"	"54732"	"transmembrane p24 trafficking protein 9"
0.986827781255572	0.904778515039952	10.060104446387	0.120224590485022	-5.57175837429065	0.0205934859280124	"SRR"	"63826"	"serine racemase"
