adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
0.0331098205116085	1.48587804656503e-06	7.38557443306209	-6.81060940753674	3.34951814493082	-2.56435727454181	BTRC	8945	beta-transducin repeat containing E3 ubiquitin protein ligase	-3.9260645868906834
0.175442230418142	1.64613253007719e-05	8.1424680329291	-5.6776218099999	1.86171871715237	-1.15154281430968	RPS6KB1	6198	ribosomal protein S6 kinase B1	-1.6517285936015358
0.175442230418142	2.99974205380733e-05	8.33496188111787	-5.40585291731747	1.47059236337049	-1.61928736232362	LAMP5	24141	lysosomal associated membrane protein family member 5	-2.404699554160702
0.175442230418142	3.36933830835404e-05	7.51203285797854	-5.35364724819013	1.39400368221044	-2.31198143679215	GTSE1	51512	G2 and S-phase expressed 1	-3.5197922363541196
0.175442230418142	3.99260654545799e-05	5.66430430318222	-5.27761129092428	1.28163496202343	-2.05938824001529				-3.1131699832132567
0.175442230418142	4.72402002651731e-05	7.39965985966946	-5.20250604885415	1.16970093900505	-1.88282706697367	CASP2	835	caspase 2	-2.828943397083941
0.198077709560841	6.22242950646629e-05	6.28993377560053	-5.08001477530485	0.985181725652541	-2.41720985640451	GART	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	-3.689187998485548
0.25227559267231	9.05715003086875e-05	5.38919359565845	-4.91405381641355	0.731428144957991	-2.096362577217	FGF12	2257	fibroblast growth factor 12	-3.172690938223897
0.279412411359059	0.0001128533726262	6.85172704480611	4.81727086946149	0.581538096668011	1.73429501364705				2.9938671499747187
0.325949657149417	0.0001580896481447	7.49350978733387	-4.66952514328082	0.350155016592824	-1.74702417915099				-2.6103291314025276
0.325949657149417	0.0001609050051	7.69563906010226	-4.66180538909199	0.337983295319911	-1.63680310511195	SEZ6L	23544	seizure related 6 homolog like	-2.4328962391423588
0.374343666621328	0.0002253805126146	7.9746432130388	-4.51472585838663	0.10461364387095	-2.18959937012091	VPS53	55275	VPS53, GARP complex subunit	-3.322782687685018
0.374343666621328	0.0002260921039105	7.6732747605661	-4.51335238477667	0.102421622385511	-1.23430658650444	RGS7	6000	regulator of G-protein signaling 7	-1.7849609686523964
0.374343666621328	0.0002446052330916	6.78914920549899	-4.47907423939928	0.0476414325622212	-1.78919618714645	KDM5B	10765	lysine demethylase 5B	-2.6782172500430983
0.374343666621328	0.0002731710122255	8.03207307578619	-4.43100833642214	-0.0294057965788586	-1.50809894532642	PNOC	5368	prepronociceptin	-2.2257094419190526
0.374343666621328	0.0002836770870729	7.96020402556094	-4.41459559995066	-0.0557752690017006	-1.19171748881599	HTATIP2	10553	HIV-1 Tat interactive protein 2	-1.7164014227806512
0.374343666621328	0.0002855918113612	8.22613651119395	-4.41167050438448	-0.0604780506166449	-1.47512841273442	SRSF1	6426	serine and arginine rich splicing factor 1	-2.172633775508066
0.407080738325743	0.0003298911002554	6.83106465009161	-4.34900336749084	-0.161456543582951	-1.91546238068147	LRP2BP	55805	LRP2 binding protein	-2.8814794311543572
0.407080738325743	0.0003509513767771	7.16581846981815	-4.32212778693107	-0.204891364520175	-2.11607129311292	ZPBP	11055	zona pellucida binding protein	-3.204417851562706
0.407080738325743	0.0003653733683307	6.74384627386346	-4.30464386061293	-0.233188119511566	-1.26459001451645	MIR6872///SEMA3B	102465526///7869	microRNA 6872///semaphorin 3B	-1.833710958312453
0.431416510726807	0.0004066973219112	6.76968271371517	-4.25814461866336	-0.308594218440482	-1.55807699018512	CNOT4	4850	CCR4-NOT transcription complex subunit 4	-2.3061636483954535
0.431416510726807	0.0004259374068119	7.54893720853266	-4.23809310466771	-0.341176223119473	-1.46792664554617	CHST3	9469	carbohydrate sulfotransferase 3	-2.16104043555256
0.460957645872853	0.0004757898781616	6.32747254484095	-4.19009488350355	-0.419322238936951	-2.15837492816502				-3.272517862253531
0.461177822415878	0.0005401288797342	8.27182534671561	-4.13511700529454	-0.509084277979365	-1.48227919802019	FABP7	2173	fatty acid binding protein 7	-2.1841450452561384
0.461177822415878	0.0005444622142491	8.66411968161056	-4.13165387462284	-0.514747129394516	-1.92087223153734	APC	324	APC, WNT signaling pathway regulator	-2.890188160337247
0.461177822415878	0.0005494572123198	9.10970968662933	-4.12769606617548	-0.521220085058105	-1.17925842291677	SMIM8	57150	small integral membrane protein 8	-1.696344930711125
0.461177822415878	0.0005965723209032	9.56573853025245	-4.09204512320441	-0.579584100327676	-0.89607062203625	C1orf27	54953	chromosome 1 open reading frame 27	-1.2404717594405357
0.461177822415878	0.0006131300368982	6.1932280707737	-4.0801827501454	-0.599026224101804	-2.44000560811222	LOC101930416///LOC101929792///LOC100996724///LOC653513///PDE4DIP	101930416///101929792///100996724///653513///9659	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein	-3.7258843942701785
0.461177822415878	0.000630238464116	8.28169790459658	4.06825809983016	-0.618581294243192	2.35930338691495	TRBC1	28639	T cell receptor beta constant 1	4.0
0.461177822415878	0.0006621809749711	9.2094629393963	-4.04683673341839	-0.653736629639134	-1.62170235950758	NF2	4771	neurofibromin 2	-2.408587194876292
0.461177822415878	0.0006853012465185	6.77305901417388	-4.0319672481454	-0.678159107896721	-2.32435395526621	IGF2BP3	10643	insulin like growth factor 2 mRNA binding protein 3	-3.53970940515813
0.461177822415878	0.0006884232373379	7.80011537109895	-4.02999793835897	-0.681394794658893	-1.5890217863273	KNOP1	400506	lysine rich nucleolar protein 1	-2.355978302514716
0.461177822415878	0.000703182183402	7.95079977337645	-4.02080749393689	-0.696498810772026	-2.11201828741077	CENPF	1063	centromere protein F	-3.197893359487581
0.461177822415878	0.0007101844627298	8.81282611817808	-4.01651440834174	-0.703556285410541	-1.34817376179453	ZNF609	23060	zinc finger protein 609	-1.9682633218671746
0.461177822415878	0.0007359917914183	7.61915843522164	-4.00104933106159	-0.728990017571581	-1.03388184800309	PGAP1	80055	post-GPI attachment to proteins 1	-1.462319029777924
0.461177822415878	0.0008019455879916	7.74130693581839	-3.96386409227526	-0.790209006015512	-1.69960202014569	SV2C	22987	synaptic vesicle glycoprotein 2C	-2.533989366952839
