adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
0.936967889548293	0.0393588204760053	13.0498508972727	2.20043373531507	-3.98740932853468	0.163627688999998	GAPDH	2597	glyceraldehyde-3-phosphate dehydrogenase	1.00248354273774
0.936967889548293	0.0580122292754443	8.90252559836364	2.00759354109348	-4.31880618897179	0.255406554583329	TMED9	54732	transmembrane p24 trafficking protein 9	1.194150267165833
0.936967889548293	0.0664080032370847	13.044894305	1.93856544138748	-4.43263664905082	0.153407858999994	GAPDH	2597	glyceraldehyde-3-phosphate dehydrogenase	0.981140923956576
0.936967889548293	0.0743991786839017	6.13007135836364	1.87969868600612	-4.52757907175155	0.544088729316665	TMED9	54732	transmembrane p24 trafficking protein 9	1.7970207262878102
0.936967889548293	0.12681786152099	12.7833432286364	1.59123849115879	-4.96212031875565	0.154185867666664	GAPDH	2597	glyceraldehyde-3-phosphate dehydrogenase	0.9827656811571526
0.936967889548293	0.170457204981345	13.1481380890909	1.42048574847452	-5.19306799661037	0.13354765399999	GAPDH	2597	glyceraldehyde-3-phosphate dehydrogenase	0.9396657933300698
0.936967889548293	0.2294729302575	12.7864458786364	1.23854153886044	-5.41542506213195	0.119995561333333	GAPDH	2597	glyceraldehyde-3-phosphate dehydrogenase	0.9113642318098334
0.936967889548293	0.261389355119218	5.25138443163636	1.1548778188895	-5.5089551682494	0.289866614333333	PDE4B	5142	phosphodiesterase 4B	1.266115057032219
0.936967889548293	0.269228386871466	8.65692975313636	1.13550935775102	-5.52979682457151	0.232860827216665	PDE4B	5142	phosphodiesterase 4B	1.147066816234597
0.936967889548293	0.377564569795534	3.56160641790909	0.901884517804238	-5.75625096545062	0.120748225933333	PDE4B	5142	phosphodiesterase 4B	0.9129360616375184
0.937051455992555	0.386618057146908	7.13170970572727	-0.884570445799663	-5.77114866674647	-0.117044099200002	NFKB1	4790	nuclear factor kappa B subunit 1	0.4163416031773108
0.944936250554798	0.418907187378269	13.1443077868182	0.824883881937154	-5.82045229195486	0.0808482806666628	GAPDH	2597	glyceraldehyde-3-phosphate dehydrogenase	0.8296108672638827
0.991990777951423	0.542946582661002	5.28952984390909	-0.618643159135911	-5.96574159908552	-0.0789920488666667	SRR	63826	serine racemase	0.4958077395128191
0.999999999999703	0.639853575949462	6.20186305040909	0.474916123248154	-6.04331823565925	0.0437150557999981	SRR	63826	serine racemase	0.7520635634003003
0.999999999999703	0.717764189204737	6.35898054722727	-0.366463344333842	-6.08863831756253	-0.0499751012333336	SRR	63826	serine racemase	0.5564053865902157
0.999999999999703	0.784013971172463	7.11306413727273	0.277703212360643	-6.11714193419306	0.0323929391999975	SRR	63826	serine racemase	0.7284189804288017
