adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
0.596964160223321	0.0014298097237197	-0.48326822110506	3.76168637753964	-1.45050314007088	1.5327924404561	PFKFB2	5208	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	2.5218390376721347
0.606021913173124	0.019918835241484	0.0131409529305673	2.55450508390534	-3.16519772095963	0.584099085821578	TMED9	54732	transmembrane p24 trafficking protein 9	1.1098618757168612
0.610675109697611	0.0252196125017208	-0.138009631131288	2.44092961677325	-3.32058648327846	0.523676896049492	NR3C1	2908	nuclear receptor subfamily 3 group C member 1	1.019933184199485
0.656860552072953	0.0589526301362053	0.0173012766597369	-2.01630531580436	-3.87554115554332	-0.411102561261413	LMNA	4000	lamin A/C	-0.3713353840265672
0.656976704843503	0.0590427418302857	-1.11077394518061	-2.01551329052212	-3.87652878864451	-0.844738972182629	TMED5	50999	transmembrane p24 trafficking protein 5	-1.016733294554662
0.668369618673529	0.0751186113089945	-0.134113302379591	1.88904617502081	-4.03149354127535	0.564129994693672	TMED5	50999	transmembrane p24 trafficking protein 5	1.0801411018968858
0.682353877472071	0.0955424478616176	-0.222512753683558	1.75920124059684	-4.18447412580385	0.462646021392517	NR3C1	2908	nuclear receptor subfamily 3 group C member 1	0.9290985633298136
0.688265137735969	0.101626160320766	0.0905514650818426	-1.72522779380115	-4.22338845283698	-0.381264612839866	LMNA	4000	lamin A/C	-0.3269264066420319
0.707703627956544	0.121645572583646	-0.0724477609201291	1.62458187666212	-4.33576578578049	0.456297163846492	NR3C1	2908	nuclear receptor subfamily 3 group C member 1	0.9196493120878796
0.732278306654011	0.154207728226503	-0.147350027534066	1.48748609893591	-4.48136267990372	0.353753912702386	PFKFB2	5208	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	0.7670302091703718
0.734542481589932	0.1573375926911	-0.0539993815680517	1.47561906766692	-4.49353568746214	0.371518200898185	NR3C1	2908	nuclear receptor subfamily 3 group C member 1	0.7934694891635612
0.754831073665098	0.187509079850573	0.111252576634731	-1.37012312044496	-4.59856928171585	-0.288797673215756	LMNA	4000	lamin A/C	-0.1893042694705977
0.755226206276147	0.189589787628796	-0.004227969523429	-1.36336728622552	-4.60509551219792	-0.288671776336006	LMNA	4000	lamin A/C	-0.1891168922552939
0.757704268785942	0.194250932604392	0.0957834561215019	1.34844535327319	-4.61942280005093	0.248103987494761	TMED5	50999	transmembrane p24 trafficking protein 5	0.6097873225972732
0.76113737720813	0.201561002461777	-0.0941060768144714	1.32560711997757	-4.64111558866018	0.328724690219512	TMED10	10972	transmembrane p24 trafficking protein 10	0.7297782453459494
0.775086078710483	0.23463808309546	0.116007311613752	-1.22973952540113	-4.72898960272133	-0.234468360046436	LMNA	4000	lamin A/C	-0.1084438428163507
0.780718766676989	0.245667734886273	-0.0581919491089438	1.20010380485245	-4.75508453542522	0.272460566028613	TMED10	10972	transmembrane p24 trafficking protein 10	0.6460381643104185
0.804421628366202	0.292896962132427	0.0871212476107658	1.083501754457	-4.85264191604211	0.255461429722793	TMED5	50999	transmembrane p24 trafficking protein 5	0.6207376895895536
0.819060785189089	0.323131588811514	0.0870643937606807	1.01593619801277	-4.90530997024787	0.227042441353029	TMED5	50999	transmembrane p24 trafficking protein 5	0.5784406055550217
0.823781368914808	0.335904217083937	0.0995448377562128	0.988742785235247	-4.92568184177156	0.206292275938476	NR3C1	2908	nuclear receptor subfamily 3 group C member 1	0.5475573285414175
0.862878863545028	0.435302502509092	0.172763520806923	0.797960649308644	-5.05474873159676	0.20902725743334	TMED9	54732	transmembrane p24 trafficking protein 9	0.5516279077124979
0.864273558354195	0.442146356121397	-0.801802378403349	0.785918486202755	-5.06205772029609	0.497251868028577	PFKFB2	5208	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	0.9806037887870608
0.924154853906612	0.645806783082635	-0.126826259526209	0.467427992716977	-5.2172043373452	0.133643576261444	LMNA	4000	lamin A/C	0.4394314475192677
0.931744240417613	0.670375798067124	0.102513414112539	0.432700841523926	-5.22953222351197	0.119822250918113	TMED10	10972	transmembrane p24 trafficking protein 10	0.418860632263315
0.959611985745259	0.784803557121925	-1.74164277412046	0.27717837037314	-5.27328462393992	0.198181414043037	TMED5	50999	transmembrane p24 trafficking protein 5	0.5354856177992833
0.980780259800885	0.887550031215067	0.0404072605463533	0.143423852462667	-5.29570752861522	0.0908020330171	PFKFB2	5208	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	0.3756687149688362
