adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
0.850499095022869	0.0336621864038315	4.18185921330435	-2.25423914555877	-3.65198804851702	-0.152211021560606	IGF1R	3480	insulin like growth factor 1 receptor	-1.7149546491446497
0.890329415833294	0.110026888482554	9.60391276369565	1.66001465321657	-4.25462634661493	0.225041570848488	TMED9	54732	transmembrane p24 trafficking protein 9	-0.9358464839309936
0.90675894232603	0.179427082849301	8.24687315856522	1.38323604534326	-4.49160612451721	0.128460704310603	TMED9	54732	transmembrane p24 trafficking protein 9	-1.1353068540839404
0.90675894232603	0.191930321825875	7.0312574116087	1.34301567303862	-4.52325846211874	0.266577744083334	IGF1R	3480	insulin like growth factor 1 receptor	-0.8500653060937715
0.915692920244885	0.267937773569235	4.4083743496087	-1.13435515834901	-4.67507559515183	-0.116088868734849	IGF1R	3480	insulin like growth factor 1 receptor	-1.6403545939616635
0.921816851055607	0.3609606833592	2.65740627347826	0.931468929562414	-4.80141422334473	0.0536017529545458	SLC2A2	6514	solute carrier family 2 member 2	-1.2899067731153515
0.940449396571029	0.490483077630331	5.56222926917391	0.700371852197139	-4.91767108580742	0.369606537643937	SFRP4	6424	secreted frizzled related protein 4	-0.6372885725991688
0.944296807534046	0.535951981273062	6.80856731304348	0.628046169690704	-4.94769195199066	0.267681190727269	SFRP4	6424	secreted frizzled related protein 4	-0.8477864502092376
0.979073931636198	0.838413195778816	4.68411181026087	-0.206167076553842	-5.05908701984221	-0.027983796795457	IGF1R	3480	insulin like growth factor 1 receptor	-1.4583985721186656
0.982530796722789	0.86155254345544	6.26457589852174	-0.176295777913254	-5.06274129359806	-0.0415762297878812	IGF1R	3480	insulin like growth factor 1 receptor	-1.486469884927653
