adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
2.56882190167407e-12	4.06909852950115e-16	8.76145076134286	10.4594582065359	26.2848494400783	0.95848075829999	WSB1	26118	WD repeat and SOCS box containing 1	3.128678147826191
7.0240239317442895e-12	8.344714000963441e-15	9.91474220354286	-9.74492990198654	23.3478420563518	-0.418066984316681	IZUMO4	113177	IZUMO family member 4	1.5607353208093944
7.893441896975929e-12	1.0627951231474e-14	6.77702700294286	9.68810839990415	23.1125303037542	0.79424825268332	RECQL	5965	RecQ like helicase	2.941610768197818
8.00406268802144e-12	1.17532542815022e-14	8.3204703083	9.66447853068035	23.0146060580997	0.883632558199991	PRRC2C	23215	proline rich coiled-coil 2C	3.043423060168405
8.00406268802144e-12	1.26786990147655e-14	6.61552473665714	9.64668869584465	22.9408578485038	0.518721880383324	ZMYM2	7750	zinc finger MYM-type containing 2	2.627775231857804
1.14409987222666e-11	2.0140269319479e-14	5.85128185262857	9.53816446299986	22.4905053527271	0.363799965966658	TOR1AIP1	26092	torsin 1A interacting protein 1	2.4513129872606223
3.99998716776643e-11	1.16223980106966e-13	6.62569576298571	9.12854344667099	20.784281625006	0.500574910116658	TGOLN2	10618	trans-golgi network protein 2	2.607105108344601
5.04006529972334e-11	1.77782218001002e-13	7.16587181437143	9.02949637330396	20.3704248720843	0.735720147333324	TMX4	56255	thioredoxin related transmembrane protein 4	2.8749449199156745
5.64766881953776e-11	2.1470624373341699e-13	9.67429051187143	8.98555031399544	20.186667528199	1.05231538106665	PRKAR1A	5573	protein kinase cAMP-dependent type I regulatory subunit alpha	3.235559528789512
6.1056209377918e-11	2.41787618319016e-13	9.76390146677143	-8.95789606707624	20.0709938527966	-0.303127082366689	GRIN1	2902	glutamate ionotropic receptor NMDA type subunit 1	1.691656457229934
7.075721746207229e-11	3.06050099112148e-13	7.39348866862857	8.90304601843432	19.8414788651378	0.717634468958325	MAP2K4	6416	mitogen-activated protein kinase kinase 4	2.854344610313693
8.1631577340656e-11	3.8145596888157e-13	9.50238635504286	-8.85181092248783	19.6269941136835	-0.342692220925013	TFR2	7036	transferrin receptor 2	1.646590185075417
8.404743538680529e-11	3.99401720513885e-13	8.70752050204286	8.84111900046548	19.5822236207244	0.543257604791654	BCL2	596	BCL2, apoptosis regulator	2.6557224013606744
1.42827104884976e-10	8.82347075956606e-13	6.78877894304286	8.65689234826236	18.810286748127	0.475817815299987	TLK1	9874	tousled like kinase 1	2.578905789110104
1.664953178477e-10	1.07927396082433e-12	9.4781730141	8.61009721749256	18.6140751808853	0.804820282816648	ME1	4199	malic enzyme 1	2.9536527325274
1.84191984545186e-10	1.32753608376461e-12	9.60847152132857	8.56201633139774	18.4124282103704	0.76753258488332	NR3C1	2908	nuclear receptor subfamily 3 group C member 1	2.9111805561542106
1.9034969499453e-10	1.40206887648434e-12	8.76212631355714	8.54933219759272	18.3592253989014	0.917096793274991	SMARCA2	6595	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	3.081540159723348
2.08383896135482e-10	1.69994783002967e-12	6.83047301057143	8.50460224645065	18.1715887761475	0.529087971058324	SEC62	7095	SEC62 homolog, preprotein translocation factor	2.639582622923788
2.68995053518872e-10	2.44114395978992e-12	6.700002671	8.42059727528103	17.8191308012475	0.466435993391658	RAB11A	8766	RAB11A, member RAS oncogene family	2.568219519458788
2.68995053518872e-10	2.45005790865438e-12	7.12564554941429	8.41975122423453	17.8155806869889	0.772272852083323	CHD9	80205	chromodomain helicase DNA binding protein 9	2.9165799097140512
3.40836162222317e-10	3.42833776352243e-12	9.47391647525714	8.341772252087	17.4883530020702	0.314945307791652	ILF3	3609	interleukin enhancer binding factor 3	2.395665581449439
3.42470543866881e-10	3.56129895727784e-12	7.09212247958571	8.33294113385434	17.4512926486941	0.58328857092499	TRA2A	29896	transformer 2 alpha homolog	2.7013192697177457
3.42470543866881e-10	3.5803985260912697e-12	6.51353319298571	8.33169972603939	17.4460829830888	0.812443790224991	DST	667	dystonin	2.962336211775929
3.79425718238699e-10	4.26726215665256e-12	7.38944922344286	8.29096831828982	17.2751488547458	0.933817806641654	ME1	4199	malic enzyme 1	3.100586061406986
3.90077911830051e-10	4.45387957527289e-12	7.43227159238571	8.28103422401338	17.2334590783976	0.675996773924992	RASA1	5921	RAS p21 protein activator 1	2.80691761360312
4.71742338022356e-10	5.79122939913395e-12	8.85778942251429	8.22009456305351	16.9777210888867	1.14125467858332	LAMP2	3920	lysosomal associated membrane protein 2	3.3368649388845464
4.77850254353921e-10	5.96455686664126e-12	9.28136746547143	8.2132500563359	16.9489983628656	0.984230576516659	MARCH6	10299	membrane associated ring-CH-type finger 6	3.1580082186402016
5.17193000677288e-10	6.7588187162801e-12	7.89281345564286	8.1842345959152	16.8272388651235	0.851477445391658	MARCH6	10299	membrane associated ring-CH-type finger 6	3.006797103131926
5.26248120451817e-10	6.91883320093471e-12	7.45702475408571	8.1788035962384	16.8044489968368	0.675946072341651	YY1	7528	YY1 transcription factor	2.8068598624758208
5.41692338010203e-10	7.29349734371413e-12	7.96746139617143	8.16656320640134	16.7530859801201	0.379223977466653	RYK	6259	receptor-like tyrosine kinase	2.468881552045212
5.73126162817387e-10	7.94369384548098e-12	7.31583223342857	-8.14674188236718	16.6699145294133	-0.479177414616681	ATP6V0E1	8992	ATPase H+ transporting V0 subunit e1	1.4911281013295552
5.98084383078378e-10	8.57383758412691e-12	9.05943395757143	8.12902245390648	16.595565865473	0.817073564816649	HNRNPM	4670	heterogeneous nuclear ribonucleoprotein M	2.967609709844289
6.169807315040701e-10	8.89359204290676e-12	9.00714793028571	8.12052297210732	16.5599041835815	0.954831986933323	G3BP1	10146	G3BP stress granule assembly factor 1	3.124522051590173
6.311707546765791e-10	9.15384805866399e-12	6.58640793832857	8.11382753341909	16.5318123774127	0.260947581716657	AGTPBP1	23287	ATP/GTP binding protein 1	2.334160016002383
6.57936857174012e-10	9.69240103234328e-12	7.27778718834286	8.1005567703025	16.4761342832564	0.602524194224989	SREK1	140890	splicing regulatory glutamic acid and lysine rich protein 1	2.7232294124920893
7.56559355721981e-10	1.16702297454205e-11	7.34052903101429	8.05744590919108	16.2952767433923	0.674278682383322	SMARCA1	6594	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	2.804960638755448
8.71636999584275e-10	1.48425435538269e-11	6.45195928022857	8.00161383089335	16.061095110662	0.567307005599992	SMC3	9126	structural maintenance of chromosomes 3	2.6831156288703912
9.69513426976712e-10	1.7007427821543e-11	6.75185474738571	7.96999487865672	15.928498866547	0.469568686674989	UBE2B	7320	ubiquitin conjugating enzyme E2 B	2.5717877821574024
1.17816664173767e-09	2.17418681708282e-11	8.03352454015714	7.9129493889095	15.6893309831137	0.431007129016655	GSPT1	2935	G1 to S phase transition 1	2.5278646287082926
1.24924541414771e-09	2.38450930468556e-11	9.00382443677143	7.89149659584707	15.5994093600309	1.15463638656665	TMED5	50999	transmembrane p24 trafficking protein 5	3.352107238440253
