adj.P.Val	P.Value	AveExpr	t	B	logFC	Gene.symbol	Gene.ID	Gene.title	normalized_logFC
0.0208259450930655	5.74097063983503e-07	0.516136063178571	-6.38361558281104	5.02811357316109	-1.0088717405	IZUMO4	113177	IZUMO family member 4	-2.5626066388522286
0.0434103688388951	5.21945019365385e-06	0.242409742785714	-5.57642165741266	3.35430517995569	-0.459740713714286	IZUMO4	113177	IZUMO family member 4	-1.3076102468277797
0.284337195039066	0.0008465215862889	2.15962299167857	3.72434856201903	-0.657700998256438	0.297402376214285	ME1	4199	malic enzyme 1	0.4227815900141012
0.298592037320175	0.0009134242243028	0.2978608025	3.6958085912634	-0.718570845255741	0.266489580571429	ZMYM2	7750	zinc finger MYM-type containing 2	0.3521327919917798
0.307900899912487	0.0010272659115531	1.98501956135714	3.6516289680467	-0.812570891661691	0.511245553428571	PPM1A	5494	protein phosphatase, Mg2+/Mn2+ dependent 1A	0.9115035940025952
0.35984368656851	0.0018409614147295	0.587595077	3.42998800105725	-1.27941909129663	0.237183974285715	PRKAR1A	5573	protein kinase cAMP-dependent type I regulatory subunit alpha	0.2851571006527944
0.35984368656851	0.0018569326731624	2.61344792792857	-3.42667571565	-1.28632899521572	-0.375751089714286	PTPN3	5774	protein tyrosine phosphatase, non-receptor type 3	-1.115658472213116
0.35984368656851	0.0019167590719533	0.962050739428571	3.41450825476323	-1.31169357373454	0.240305832571428	PRKAR1A	5573	protein kinase cAMP-dependent type I regulatory subunit alpha	0.2922918657523281
0.387449783320206	0.0024244983133114	1.85336822439286	3.32391679784538	-1.49959225949385	0.141266649642857	MAP2K4	6416	mitogen-activated protein kinase kinase 4	0.065945490877195
0.388585057120913	0.0024467319401763	-0.0630916466428571	-3.32038196556816	-1.50688868929088	-0.688402025857143	SIK3	23387	SIK family kinase 3	-1.8301979494651777
0.407946648097483	0.0034186729799767	-0.731013604821429	3.18998220317529	-1.77405352786095	0.344907792642857	NUCB2	4925	nucleobindin 2	0.5313515365502708
0.41592888656174	0.0035772911182948	3.35160485810714	-3.17216378487596	-1.81024229415724	-0.361639169785715	PTPN3	5774	protein tyrosine phosphatase, non-receptor type 3	-1.0834067731995658
0.447059355084914	0.0052986067136346	1.27388024471429	3.01629147266255	-2.12323303438726	0.298553138142857	UBE2B	7320	ubiquitin conjugating enzyme E2 B	0.4254115671925724
0.474611922875106	0.0065809294631761	-1.09565847457143	2.92900579347892	-2.29547054263788	0.199214729142857	RBM8A	9939	RNA binding motif protein 8A	0.1983813343277694
0.519651401499091	0.0103822820158296	2.80829705992857	-2.7419142857714	-2.65640311459836	-0.479650478142857	PTPN3	5774	protein tyrosine phosphatase, non-receptor type 3	-1.3531124699860126
0.533185442850477	0.0112978521695496	1.17963554992857	2.70665856422875	-2.72305493486189	0.282073032714285	ME1	4199	malic enzyme 1	0.3877475638050693
0.5405553660832	0.0132769553197743	-0.689145727857143	-2.63876735200362	-2.85009969148019	-0.233329767714285	PSIP1	11168	PC4 and SFRS1 interacting protein 1	-0.7901655815571629
0.548781986956205	0.0137308830465112	-0.0374236727857143	2.62453279122441	-2.87651289792206	0.133234841	ZC3H15	55854	zinc finger CCCH-type containing 15	0.0475894148652127
0.553632716238189	0.0144784099887003	0.521430338535714	2.60201749152362	-2.91812928506412	0.149180536071429	NCK1	4690	NCK adaptor protein 1	0.0840320648099863
0.569174839969063	0.0161149222736403	4.03633319082143	-2.5562689672242	-3.00206506720708	-0.241700760785716	DTNA	1837	dystrobrevin alpha	-0.8092968372864213
0.573605128527504	0.0168400447094992	1.48144331185714	2.53735961145084	-3.03650943900313	0.160981392285715	TTC37	9652	tetratricopeptide repeat domain 37	0.1110020068626456
0.590086445761664	0.0193113817810471	-1.28485582610714	2.47811602000344	-3.14345607624035	0.343144969500001	ACSL3	2181	acyl-CoA synthetase long-chain family member 3	0.527322740914717
0.590086445761664	0.0193298836466329	1.16844363185714	-2.47769944937163	-3.14420278351154	-0.142419895428572	IPO5	3843	importin 5	-0.582398115956472
0.599439105800011	0.0216473308439649	0.266540607785714	2.42821339023131	-3.23236963743023	0.137386551857143	COG5	10466	component of oligomeric golgi complex 5	0.0570778281805957
